kmer frequency	Number of kmers int his category
3034	2
3035	1
3037	2
3038	3
3039	2
3041	1
3042	1
3043	1
3044	5
3045	1
3046	3
3047	2
3048	1
3049	4
3051	3
3052	2
3053	4
3054	3
3055	1
3056	1
3057	1
3058	1
3059	4
3062	2
3063	1
3064	2
3065	2
3066	3
3067	2
3069	2
3070	1
3071	1
3072	3
3073	4
3074	1
3075	3
3076	2
3077	3
3078	2
3080	1
3081	1
3082	1
3083	3
3084	1
3086	3
3087	4
3088	1
3089	3
3090	1
3091	2
3092	3
3094	1
3095	2
3096	1
3097	2
3098	2
3099	5
3100	3
3101	3
3103	2
3105	2
3106	1
3107	1
3108	1
3109	2
3110	1
3111	2
3112	2
3113	1
3114	1
3115	1
3116	2
3117	2
3118	2
3120	1
3121	1
3122	3
3124	2
3125	4
3127	2
3128	1
3129	5
3130	1
3131	2
3132	2
3133	1
3134	1
3135	1
3136	2
3137	2
3138	1
3140	2
3141	2
3142	3
3143	2
3144	2
3145	5
3147	4
3149	5
3150	1
3151	1
3152	2
3153	1
3154	1
3156	1
3158	1
3159	2
3160	1
3161	2
3162	1
3163	2
3164	2
3166	2
3168	2
3169	4
3170	2
3171	4
3172	3
3173	1
3174	3
3175	2
3176	1
3178	2
3180	6
3181	1
3184	4
3185	3
3186	2
3187	4
3189	2
3191	2
3192	2
3193	3
3194	1
3196	5
3197	3
3198	1
3199	1
3200	2
3202	3
3203	1
3204	5
3205	1
3207	3
3208	3
3210	1
3211	1
3212	1
3214	3
3216	3
3217	4
3218	3
3220	3
3221	1
3222	1
3224	2
3225	1
3226	1
3227	1
3228	1
3230	2
3232	2
3233	1
3234	1
3235	2
3237	4
3238	1
3239	2
3240	2
3241	2
3242	1
3243	3
3244	1
3245	2
3246	1
3250	2
3251	2
3252	1
3253	2
3254	2
3255	1
3256	1
3257	3
3258	3
3259	1
3260	1
3261	1
3262	2
3263	2
3264	3
3266	1
3267	3
3268	3
3269	3
3271	4
3272	4
3273	4
3276	1
3278	2
3279	1
3280	1
3281	2
3282	2
3285	1
3286	1
3289	1
3290	1
3291	1
3292	2
3293	3
3294	1
3295	3
3296	1
3297	4
3298	1
3300	2
3302	2
3303	2
3304	1
3305	2
3306	1
3307	1
3308	4
3309	1
3310	1
3311	2
3312	2
3313	1
3314	2
3315	3
3317	1
3319	2
3320	1
3321	1
3323	2
3324	2
3325	1
3326	1
3327	2
3330	2
3331	2
3332	1
3333	5
3334	2
3335	3
3336	1
3338	1
3340	2
3341	1
3343	1
3344	6
3347	1
3348	6
3350	1
3351	1
3353	2
3354	2
3355	3
3356	2
3357	3
3358	1
3359	3
3360	3
3361	5
3362	1
3363	1
3364	2
3365	2
3367	1
3368	1
3369	2
3370	2
3371	3
3372	2
3373	1
3374	2
3376	4
3377	2
3378	1
3379	1
3380	2
3381	1
3383	2
3384	2
3385	1
3387	3
3388	3
3389	1
3390	1
3391	2
3392	4
3393	1
3395	3
3397	1
3398	1
3399	3
3400	2
3401	1
3403	1
3404	2
3405	1
3407	2
3408	3
3410	2
3411	3
3412	2
3413	3
3414	2
3415	1
3416	1
3419	2
3420	3
3421	2
3422	2
3423	1
3424	3
3425	1
3426	3
3427	1
3428	2
3429	3
3430	1
3431	2
3432	1
3433	3
3434	1
3435	1
3436	2
3437	4
3440	2
3441	2
3443	2
3444	4
3445	3
3446	4
3447	1
3448	2
3449	1
3450	4
3452	1
3453	3
3454	3
3455	3
3456	7
3457	3
3458	1
3459	4
3460	1
3461	2
3462	1
3463	2
3465	1
3466	1
3467	2
3468	4
3469	3
3471	1
3472	3
3473	2
3474	1
3475	3
3477	2
3479	3
3480	2
3481	2
3482	1
3483	2
3484	3
3487	1
3488	3
3489	3
3491	4
3492	3
3493	2
3494	5
3496	1
3497	1
3498	1
3499	1
3500	4
3502	3
3503	1
3505	1
3506	1
3507	1
3508	1
3509	1
3510	1
3511	1
3512	1
3513	2
3514	3
3515	1
3516	2
3517	1
3520	1
3521	2
3522	1
3523	2
3524	1
3525	2
3526	3
3527	1
3528	1
3529	2
3530	4
3531	1
3532	2
3534	1
3535	1
3536	4
3537	4
3538	4
3539	1
3540	1
3541	1
3542	2
3543	2
3544	2
3546	1
3547	4
3549	1
3550	4
3551	5
3553	1
3554	2
3556	1
3557	1
3560	1
3561	3
3562	1
3564	2
3566	1
3567	3
3568	1
3570	2
3571	1
3572	1
3574	2
3578	1
3579	2
3580	3
3581	1
3582	4
3583	1
3584	1
3586	3
3587	3
3589	1
3590	1
3591	2
3592	2
3593	1
3594	1
3595	2
3596	2
3597	1
3599	2
3601	1
3603	2
3604	1
3605	1
3606	1
3607	1
3608	1
3609	1
3611	1
3612	1
3613	1
3615	2
3616	2
3617	2
3618	2
3619	1
3620	1
3621	2
3622	1
3623	1
3625	3
3626	3
3627	1
3628	4
3629	5
3631	3
3632	2
3634	1
3635	1
3637	3
3638	1
3639	2
3640	1
3641	1
3642	3
3643	1
3644	2
3646	1
3649	3
3651	3
3652	2
3653	1
3654	3
3655	1
3657	1
3658	1
3660	1
3662	2
3663	3
3664	1
3665	1
3668	2
3670	1
3671	2
3672	2
3674	1
3675	2
3677	1
3678	3
3679	1
3681	4
3682	3
3683	3
3684	2
3687	1
3688	1
3689	1
3690	2
3691	2
3692	2
3694	1
3695	1
3696	1
3697	4
3698	2
3699	1
3702	2
3707	2
3709	3
3710	3
3711	1
3712	1
3713	2
3715	1
3716	2
3717	1
3718	2
3719	3
3720	2
3721	1
3722	1
3723	3
3724	1
3726	4
3728	1
3729	1
3730	6
3732	3
3733	1
3736	2
3737	2
3739	1
3741	1
3742	1
3743	2
3747	2
3749	2
3750	2
3751	2
3753	2
3754	1
3755	4
3756	1
3757	1
3759	1
3760	1
3761	1
3764	2
3767	3
3768	2
3769	2
3770	2
3772	2
3773	1
3774	1
3776	2
3777	2
3779	2
3780	1
3781	1
3782	2
3783	2
3784	1
3785	1
3786	1
3789	1
3790	2
3793	2
3794	2
3796	2
3797	5
3799	1
3800	2
3801	1
3802	3
3805	2
3808	2
3809	1
3810	3
3811	1
3814	2
3816	2
3817	1
3819	2
3820	1
3823	1
3826	3
3827	1
3828	1
3829	2
3830	2
3832	1
3833	2
3834	2
3835	3
3839	2
3840	1
3841	2
3842	1
3843	1
3845	2
3846	2
3848	2
3849	1
3850	3
3851	1
3852	1
3853	1
3856	1
3859	2
3861	2
3862	3
3863	1
3864	1
3865	2
3868	1
3869	1
3872	2
3873	1
3875	1
3876	1
3877	1
3879	2
3880	2
3881	3
3882	1
3883	1
3884	1
3885	1
3886	2
3887	1
3889	1
3890	1
3891	1
3892	1
3893	3
3896	2
3897	1
3898	1
3899	3
3901	1
3903	3
3904	2
3905	1
3908	3
3910	2
3912	1
3913	3
3916	2
3917	4
3918	1
3919	1
3920	1
3921	1
3924	3
3926	1
3928	1
3929	1
3931	1
3932	4
3933	2
3936	1
3939	2
3940	1
3941	1
3942	3
3943	1
3944	6
3945	3
3948	1
3949	1
3950	3
3951	1
3955	1
3956	1
3957	3
3958	3
3960	1
3961	1
3962	2
3963	2
3964	1
3968	1
3969	2
3971	1
3972	1
3973	1
3974	1
3975	2
3976	2
3977	1
3978	1
3979	1
3980	3
3981	1
3984	1
3986	1
3988	1
3990	2
3992	2
3993	1
3994	1
3995	1
3996	1
3997	1
3998	1
3999	1
4000	1
4002	1
4003	1
4004	3
4005	1
4008	2
4010	1
4011	1
4012	1
4015	2
4016	2
4017	1
4018	2
4019	2
4020	1
4024	1
4027	2
4029	1
4031	1
4033	4
4034	1
4035	1
4038	1
4039	1
4040	2
4041	1
4042	2
4043	2
4045	1
4046	2
4047	1
4048	2
4049	1
4050	1
4053	3
4054	2
4055	1
4058	1
4059	1
4060	3
4062	2
4063	4
4064	1
4065	2
4066	1
4067	2
4068	4
4070	1
4071	1
4072	1
4078	1
4079	2
4080	1
4081	1
4082	1
4084	5
4085	1
4086	2
4087	4
4088	1
4089	2
4091	2
4092	2
4093	1
4094	1
4097	1
4098	1
4099	1
4100	1
4101	2
4102	1
4104	3
4106	2
4109	1
4111	1
4112	1
4114	1
4115	3
4116	1
4117	2
4119	2
4120	1
4125	1
4126	4
4127	1
4128	5
4130	1
4131	1
4132	1
4134	1
4135	1
4136	3
4139	1
4140	5
4142	3
4143	1
4144	2
4146	3
4148	1
4149	2
4150	3
4152	3
4153	2
4155	2
4157	3
4158	1
4161	2
4162	1
4165	1
4169	2
4170	1
4172	1
4175	1
4176	1
4177	1
4178	1
4179	1
4180	2
4181	2
4183	2
4184	1
4188	1
4191	1
4192	1
4194	1
4196	1
4199	2
4200	1
4201	1
4202	1
4205	1
4207	1
4210	2
4211	1
4212	3
4214	2
4215	1
4216	1
4219	1
4220	1
4221	2
4222	1
4223	2
4225	1
4226	1
4228	1
4230	1
4233	2
4234	1
4237	1
4239	3
4240	1
4241	1
4246	2
4247	3
4249	2
4250	1
4254	2
4255	1
4259	1
4263	2
4265	1
4267	1
4268	2
4269	1
4270	3
4272	1
4278	1
4279	1
4280	1
4284	1
4286	1
4287	1
4288	1
4289	1
4290	1
4293	1
4297	2
4298	2
4299	1
4300	1
4301	1
4302	2
4303	2
4304	1
4308	2
4309	1
4310	2
4313	1
4314	1
4316	1
4317	2
4318	1
4319	2
4321	2
4325	1
4326	2
4327	1
4328	1
4329	2
4331	1
4333	1
4334	1
4335	2
4336	2
4340	1
4344	2
4345	3
4346	2
4347	2
4354	1
4356	1
4357	1
4358	1
4359	1
4360	1
4361	1
4363	4
4365	1
4368	1
4369	3
4370	1
4371	1
4373	1
4374	3
4375	1
4376	2
4377	1
4379	1
4381	1
4382	1
4383	1
4384	2
4388	1
4389	1
4391	1
4392	2
4393	2
4394	1
4395	3
4396	1
4397	2
4399	2
4400	1
4401	1
4404	1
4405	2
4409	2
4410	1
4413	1
4415	2
4418	1
4419	1
4420	1
4423	1
4424	1
4428	2
4429	1
4430	2
4431	1
4432	1
4433	1
4434	1
4437	1
4438	1
4439	2
4440	1
4441	1
4442	1
4444	1
4447	1
4449	2
4451	1
4452	2
4453	1
4455	4
4456	1
4458	1
4459	1
4460	1
4462	1
4463	1
4466	1
4467	1
4468	1
4469	1
4470	1
4471	1
4475	2
4476	2
4478	2
4479	1
4480	1
4481	1
4482	1
4484	1
4485	1
4486	1
4487	1
4489	1
4493	2
4494	2
4495	1
4496	1
4499	1
4500	1
4502	1
4503	2
4504	1
4505	2
4507	1
4510	1
4512	1
4513	1
4515	1
4516	1
4517	1
4518	1
4519	2
4526	2
4527	2
4530	1
4532	1
4537	1
4540	1
4541	1
4542	1
4543	1
4544	1
4545	2
4546	1
4547	1
4548	1
4549	1
4550	2
4551	1
4552	1
4553	1
4554	2
4555	1
4556	1
4557	2
4558	1
4559	1
4567	1
4570	2
4571	1
4572	1
4573	1
4577	2
4578	1
4580	1
4581	1
4587	2
4589	2
4590	1
4595	1
4596	1
4597	1
4598	2
4601	2
4603	1
4604	2
4605	1
4606	1
4607	1
4608	1
4610	1
4612	4
4613	3
4614	1
4615	2
4617	1
4619	2
4621	1
4623	1
4624	1
4626	1
4627	1
4628	3
4629	2
4630	1
4631	1
4634	2
4636	1
4637	2
4638	1
4639	1
4640	1
4642	1
4645	2
4647	1
4649	3
4653	1
4658	4
4659	2
4661	1
4666	1
4668	1
4673	1
4675	1
4676	2
4678	1
4679	1
4680	3
4683	1
4684	1
4686	2
4687	1
4689	1
4691	3
4692	2
4697	3
4699	1
4702	2
4703	1
4708	1
4710	1
4713	3
4715	1
4718	1
4721	2
4722	1
4723	2
4727	1
4730	1
4732	1
4734	1
4735	2
4737	1
4738	1
4739	1
4740	2
4742	2
4746	1
4748	2
4751	1
4752	1
4754	2
4755	1
4760	1
4764	1
4765	2
4766	3
4771	1
4772	2
4773	1
4776	1
4777	1
4779	2
4780	1
4782	1
4783	1
4784	1
4787	1
4790	1
4792	1
4793	1
4794	2
4800	1
4804	1
4811	1
4812	1
4814	2
4815	1
4816	1
4817	1
4819	1
4820	3
4821	1
4822	1
4824	1
4825	1
4826	1
4828	1
4834	2
4837	1
4840	1
4841	1
4843	3
4844	1
4845	1
4846	2
4847	1
4848	3
4850	2
4855	1
4857	1
4858	1
4859	2
4860	1
4864	1
4865	1
4867	1
4868	1
4869	2
4870	2
4872	1
4874	1
4876	1
4879	2
4880	2
4883	1
4888	2
4890	1
4892	2
4893	1
4894	1
4895	1
4901	2
4902	1
4905	1
4906	2
4908	1
4910	3
4911	1
4912	1
4917	2
4918	1
4919	2
4920	1
4921	1
4922	1
4924	3
4925	1
4926	1
4927	2
4928	1
4930	1
4935	3
4936	1
4938	1
4940	1
4941	1
4942	1
4943	1
4944	1
4945	2
4946	1
4951	2
4954	2
4955	1
4961	1
4962	1
4963	1
4965	1
4967	1
4968	1
4969	1
4974	1
4976	1
4979	1
4980	3
4982	1
4985	1
4986	1
4989	1
4990	2
4995	1
4999	1
5002	1
5004	2
5006	1
5007	1
5010	2
5011	1
5016	1
5017	2
5020	2
5022	1
5023	1
5024	3
5028	1
5030	3
5031	1
5035	1
5036	1
5038	1
5046	2
5049	1
5051	1
5052	1
5053	1
5054	1
5055	1
5057	2
5058	2
5063	2
5064	1
5065	1
5069	1
5071	1
5072	1
5074	2
5075	2
5076	2
5077	2
5081	1
5084	3
5086	1
5087	1
5088	2
5090	1
5092	1
5094	3
5099	1
5100	1
5102	1
5103	1
5105	1
5107	1
5112	1
5114	1
5119	1
5123	2
5124	1
5126	1
5130	1
5131	1
5133	1
5139	1
5141	2
5143	3
5147	1
5152	1
5154	2
5160	2
5162	1
5163	1
5166	1
5168	1
5170	1
5171	1
5172	1
5173	3
5174	1
5176	2
5179	1
5180	1
5181	2
5182	1
5185	1
5186	1
5188	1
5190	1
5191	1
5195	1
5201	1
5202	1
5209	1
5210	1
5215	1
5218	2
5220	1
5222	2
5223	1
5225	1
5227	1
5230	1
5231	2
5232	2
5233	1
5236	1
5237	1
5238	1
5240	1
5242	1
5255	1
5256	1
5258	1
5260	1
5263	1
5264	2
5265	2
5266	1
5268	1
5269	1
5270	1
5271	2
5273	1
5274	1
5275	1
5279	1
5282	1
5283	2
5285	1
5286	1
5288	1
5291	1
5292	2
5294	1
5297	1
5303	1
5304	1
5309	1
5311	1
5312	1
5314	1
5316	1
5317	1
5319	1
5320	1
5321	1
5323	2
5326	2
5329	1
5331	1
5334	2
5337	1
5338	1
5340	2
5343	1
5344	1
5346	1
5347	1
5349	1
5350	1
5351	1
5352	1
5354	2
5355	1
5359	2
5361	1
5362	1
5366	1
5368	1
5370	1
5375	1
5377	1
5378	1
5380	1
5383	1
5389	2
5391	1
5393	1
5394	1
5395	1
5396	2
5400	1
5401	1
5409	2
5410	2
5411	1
5413	3
5414	2
5417	1
5420	1
5426	1
5427	1
5428	1
5430	1
5433	1
5438	1
5439	1
5442	1
5445	1
5446	1
5449	2
5451	1
5452	1
5460	1
5462	1
5463	1
5465	1
5466	1
5474	2
5476	2
5481	1
5482	1
5484	2
5489	1
5491	1
5492	1
5493	1
5494	1
5497	1
5498	1
5499	1
5501	2
5502	1
5503	2
5504	1
5505	2
5510	1
5514	1
5515	1
5527	2
5529	1
5533	2
5534	1
5537	1
5540	1
5541	2
5543	2
5544	1
5545	1
5550	1
5551	1
5553	4
5554	1
5555	1
5557	1
5560	1
5563	1
5565	2
5568	1
5581	1
5584	1
5585	2
5586	2
5587	2
5592	1
5593	1
5595	1
5599	1
5600	1
5603	1
5606	1
5608	2
5612	1
5613	1
5614	2
5615	2
5616	1
5618	1
5625	1
5626	1
5628	1
5630	1
5633	1
5643	1
5644	2
5647	1
5650	1
5652	2
5653	1
5654	2
5656	1
5661	3
5662	2
5663	1
5666	2
5667	3
5671	1
5672	1
5676	1
5678	1
5684	1
5685	2
5686	1
5690	1
5691	1
5695	1
5697	2
5699	1
5704	1
5706	1
5707	1
5712	3
5716	3
5717	2
5720	1
5722	1
5724	1
5726	2
5728	2
5730	1
5735	1
5736	1
5738	2
5739	2
5741	1
5745	1
5747	1
5754	1
5760	1
5765	1
5770	1
5773	2
5775	1
5777	1
5779	1
5781	1
5783	1
5785	1
5787	1
5788	3
5793	1
5794	1
5797	1
5801	1
5802	1
5806	1
5811	1
5812	1
5813	1
5816	1
5818	1
5820	2
5828	4
5834	1
5837	3
5841	1
5845	1
5851	1
5852	2
5855	1
5867	1
5870	1
5873	2
5874	1
5878	1
5881	1
5886	2
5888	1
5889	1
5891	1
5892	1
5896	1
5899	2
5900	1
5903	1
5904	1
5907	1
5909	1
5910	1
5918	1
5925	1
5926	2
5928	1
5931	1
5933	2
5937	1
5947	1
5949	1
5950	1
5952	2
5953	1
5954	1
5961	1
5966	1
5967	1
5968	1
5969	1
5972	1
5974	1
5977	2
5979	1
5987	1
5992	1
5994	1
5997	1
6001	1
6002	1
6005	1
6007	1
6009	2
6010	2
6014	1
6018	1
6021	1
6026	1
6027	1
6028	1
6029	1
6030	1
6038	1
6043	1
6044	1
6047	1
6051	1
6053	1
6054	2
6056	1
6058	1
6060	1
6066	1
6069	1
6070	1
6071	1
6075	2
6076	1
6077	1
6078	1
6079	1
6081	1
6083	1
6085	1
6091	1
6093	2
6095	2
6098	1
6104	2
6105	1
6108	1
6112	1
6113	1
6114	1
6117	1
6121	1
6122	1
6127	2
6130	1
6131	2
6134	1
6135	1
6138	1
6141	1
6142	2
6143	1
6144	2
6147	2
6153	1
6167	1
6174	1
6178	1
6181	1
6183	1
6185	1
6188	1
6195	2
6196	2
6202	1
6205	1
6209	1
6212	1
6221	2
6222	1
6226	1
6231	1
6233	1
6235	1
6237	1
6238	1
6239	1
6242	1
6248	1
6251	1
6254	1
6255	1
6259	1
6260	1
6261	1
6264	1
6273	1
6276	1
6280	2
6281	1
6283	1
6286	1
6293	1
6299	1
6302	1
6305	1
6310	1
6321	1
6323	1
6331	2
6334	1
6338	2
6339	1
6342	1
6344	1
6345	1
6354	1
6360	1
6364	1
6367	2
6370	1
6371	1
6374	1
6377	1
6378	1
6381	1
6384	1
6393	1
6394	1
6395	1
6396	1
6398	1
6403	3
6407	1
6413	1
6416	3
6417	1
6422	1
6427	1
6428	1
6440	1
6453	1
6454	1
6455	1
6457	3
6461	1
6467	1
6472	2
6478	1
6479	1
6480	1
6482	1
6483	1
6484	1
6490	1
6492	1
6496	1
6501	1
6502	1
6504	1
6505	1
6508	1
6514	2
6517	1
6518	1
6526	1
6531	1
6532	2
6534	1
6537	2
6538	1
6539	3
6540	1
6542	1
6543	1
6544	1
6555	1
6556	1
6559	1
6562	1
6566	1
6569	1
6570	1
6571	1
6572	1
6576	2
6578	1
6579	1
6584	1
6595	1
6598	1
6599	1
6601	2
6602	2
6611	1
6612	1
6614	1
6615	1
6619	1
6620	1
6622	2
6623	1
6638	1
6642	1
6645	1
6649	1
6650	1
6651	1
6660	1
6661	1
6672	1
6675	1
6676	1
6680	1
6682	2
6684	1
6689	1
6690	1
6691	1
6696	1
6697	1
6704	1
6707	1
6708	1
6715	1
6719	1
6721	1
6722	1
6723	1
6735	1
6741	1
6742	1
6743	1
6747	1
6748	1
6751	1
6754	2
6756	2
6759	2
6763	1
6764	1
6769	1
6774	1
6777	1
6778	1
6782	2
6786	1
6787	1
6789	1
6792	1
6793	1
6798	1
6799	1
6800	1
6801	1
6802	1
6806	1
6810	1
6813	1
6814	1
6829	1
6831	2
6834	1
6840	1
6841	1
6842	2
6844	1
6846	2
6849	1
6855	1
6859	1
6861	1
6862	3
6864	1
6866	1
6868	1
6869	1
6872	1
6873	1
6876	2
6885	1
6887	1
6888	1
6896	1
6897	2
6900	1
6902	1
6904	1
6907	1
6912	1
6913	1
6914	1
6915	2
6919	1
6920	1
6921	1
6922	1
6925	1
6926	1
6928	1
6929	1
6931	1
6932	1
6936	1
6937	1
6944	1
6946	1
6947	1
6951	1
6952	2
6954	1
6957	1
6958	1
6966	1
6967	1
6971	1
6973	1
6974	1
6975	1
6983	1
6988	1
6989	1
6992	1
6994	1
6998	1
6999	1
7008	2
7018	1
7019	2
7020	1
7021	1
7022	1
7023	1
7025	1
7029	1
7030	1
7033	1
7036	1
7037	1
7058	2
7060	1
7062	1
7065	1
7068	2
7070	1
7071	1
7074	1
7077	1
7079	1
7080	1
7084	1
7086	1
7087	1
7092	1
7093	1
7095	1
7096	1
7098	1
7103	1
7113	1
7115	2
7119	1
7124	1
7125	1
7129	1
7135	1
7136	1
7138	1
7150	1
7152	1
7155	1
7158	1
7163	1
7169	2
7170	1
7177	2
7178	2
7179	1
7180	1
7183	1
7185	1
7186	2
7188	2
7190	1
7192	1
7193	1
7207	1
7208	1
7210	1
7214	1
7216	1
7221	1
7223	1
7224	1
7227	1
7229	1
7233	2
7238	1
7240	1
7242	2
7243	1
7245	2
7247	1
7249	1
7252	1
7258	1
7259	1
7262	1
7266	1
7267	1
7274	1
7279	2
7281	1
7284	2
7288	2
7290	1
7295	2
7298	1
7313	1
7316	1
7318	1
7320	1
7322	1
7328	1
7332	1
7337	1
7347	2
7353	1
7354	1
7364	1
7368	2
7376	3
7380	1
7383	1
7385	1
7389	1
7390	1
7392	1
7394	2
7396	1
7400	2
7402	1
7404	1
7411	2
7418	2
7427	1
7430	1
7438	1
7443	1
7444	1
7445	1
7446	1
7452	1
7459	2
7460	1
7462	2
7472	1
7477	1
7478	1
7479	2
7484	1
7488	1
7490	1
7499	1
7503	3
7506	1
7507	1
7517	1
7518	1
7528	2
7530	2
7533	1
7536	1
7545	1
7549	1
7551	1
7560	1
7561	1
7563	1
7566	1
7570	1
7575	2
7577	1
7580	1
7584	1
7585	1
7589	1
7601	1
7611	1
7621	1
7636	1
7640	1
7643	1
7646	1
7654	1
7658	1
7662	1
7669	1
7671	1
7673	1
7675	1
7688	1
7692	1
7695	1
7704	1
7710	1
7716	1
7719	1
7723	1
7725	1
7726	1
7729	1
7738	3
7748	1
7750	1
7755	1
7756	1
7760	1
7761	3
7764	1
7765	1
7770	1
7779	1
7792	1
7795	1
7802	2
7803	2
7805	2
7815	1
7816	1
7820	2
7824	1
7825	1
7841	1
7845	1
7847	1
7857	1
7858	1
7866	1
7870	1
7871	1
7872	1
7880	1
7881	1
7890	1
7898	1
7906	1
7907	1
7909	2
7914	1
7931	1
7932	1
7964	2
7970	1
7972	1
7973	1
7984	1
7990	1
7993	1
7995	1
7996	2
8001	2
8002	1
8004	1
8005	1
8012	1
8013	1
8033	1
8072	1
8097	2
8100	1
8103	1
8115	1
8127	1
8130	1
8154	1
8159	1
8162	1
8165	1
8170	1
8181	1
8189	1
8202	3
8203	1
8206	1
8207	2
8215	1
8217	1
8219	1
8222	1
8225	1
8235	1
8237	1
8248	1
8252	1
8255	1
8263	1
8264	1
8269	1
8289	1
8294	1
8299	1
8318	1
8321	1
8325	1
8331	1
8336	1
8338	2
8349	2
8361	1
8369	1
8370	2
8377	1
8383	1
8386	1
8389	2
8396	1
8397	1
8399	2
8400	1
8411	2
8413	1
8416	1
8425	1
8426	1
8427	2
8428	1
8429	1
8431	1
8432	1
8434	1
8435	2
8436	1
8438	1
8442	1
8444	1
8445	2
8446	1
8455	2
8458	1
8466	1
8467	1
8470	1
8473	1
8477	1
8490	1
8495	1
8497	1
8502	1
8508	1
8512	1
8515	1
8521	1
8544	1
8546	1
8549	1
8565	1
8585	1
8590	1
8591	1
8592	1
8593	1
8596	1
8605	1
8608	1
8612	1
8617	1
8629	1
8634	1
8640	1
8650	1
8656	1
8668	1
8671	1
8679	1
8689	1
8700	1
8708	1
8710	1
8722	1
8733	1
8741	1
8764	1
8772	1
8778	1
8787	1
8790	1
8801	1
8803	1
8804	1
8809	1
8810	1
8811	1
8814	1
8820	1
8837	1
8842	1
8846	1
8855	1
8863	1
8871	1
8890	1
8893	1
8896	1
8907	1
8908	1
8915	1
8924	2
8925	1
8931	2
8934	1
8952	2
8953	1
8969	1
8975	1
8984	2
8989	1
8999	2
9004	1
9017	1
9023	1
9026	2
9035	1
9044	1
9045	1
9051	1
9054	1
9057	1
9058	1
9063	1
9095	2
9097	1
9105	1
9106	1
9118	1
9130	1
9131	1
9133	1
9140	1
9154	1
9159	1
9161	1
9169	1
9180	1
9181	1
9210	1
9214	1
9224	1
9236	1
9238	1
9242	1
9250	1
9255	1
9257	2
9265	1
9277	1
9279	1
9291	1
9314	1
9315	1
9326	1
9365	1
9371	1
9393	2
9403	1
9420	1
9437	1
9438	1
9439	1
9449	1
9452	1
9453	1
9466	2
9487	1
9504	1
9506	1
9508	1
9514	1
9519	1
9563	1
9578	1
9596	1
9599	1
9607	1
9623	1
9627	1
9642	1
9656	1
9658	1
9671	1
9672	1
9678	1
9694	1
9703	1
9713	1
9723	1
9725	1
9727	1
9735	1
9736	1
9742	1
9757	2
9758	1
9761	1
9770	1
9780	1
9784	1
9791	1
9802	1
9805	1
9816	1
9821	1
9837	1
9839	1
9845	1
9849	1
9856	1
9859	1
9863	1
9865	1
9867	1
9868	1
9874	1
9877	1
9901	1
9906	1
9911	1
9915	1
9920	1
9933	1
9935	1
9939	1
9949	1
9954	1
9993	1
9998	1
10002	1
10003	1
10004	1
10005	1
10009	1
10012	1
10015	1
10016	1
10019	1
10025	1
10030	1
10049	1
10057	1
10060	1
10061	1
10063	1
10084	1
10086	1
10092	1
10093	1
10112	1
10123	1
10124	1
10133	1
10145	1
10151	1
10157	1
10173	1
10174	1
10178	1
10179	1
10200	1
10226	1
10240	1
10242	1
10244	1
10290	1
10299	1
10300	1
10318	1
10375	1
10407	1
10411	1
10415	1
10418	1
10430	1
10432	1
10433	1
10464	1
10489	1
10495	1
10508	1
10511	1
10530	1
10542	1
10546	1
10552	1
10578	1
10581	2
10582	1
10604	1
10606	1
10621	1
10631	1
10647	1
10673	2
10685	1
10690	1
10693	1
10702	1
10705	1
10739	1
10753	1
10756	1
10795	1
10806	1
10813	1
10818	1
10845	1
10847	1
10869	1
10872	1
10890	1
10896	1
10912	1
10930	1
10949	1
10961	1
10970	1
10986	1
10994	1
11021	1
11026	1
11034	1
11040	1
11049	1
11060	1
11075	1
11082	1
11083	1
11095	1
11108	1
11127	1
11136	1
11141	1
11156	1
11157	1
11163	1
11168	2
11172	1
11175	1
11196	1
11227	1
11230	1
11231	1
11233	1
11235	1
11246	1
11262	1
11277	1
11284	1
11300	1
11338	1
11344	1
11348	1
11370	1
11387	1
11431	1
11451	1
11458	1
11465	1
11485	1
11501	1
11504	1
11538	1
11577	1
11586	1
11602	1
11615	1
11623	1
11628	1
11640	1
11676	1
11682	1
11686	1
11694	1
11744	1
11753	1
11779	1
11784	2
11808	1
11813	1
11830	1
11834	1
11839	1
11910	1
11929	1
11930	1
11933	1
11953	1
11980	1
12014	1
12019	1
12061	1
12065	1
12085	1
12112	2
12155	1
12180	1
12181	1
12211	1
12215	1
12217	1
12218	1
12226	1
12234	1
12265	1
12280	1
12296	1
12324	1
12397	1
12402	1
12465	1
12477	1
12483	1
12535	1
12543	1
12559	1
12569	1
12571	1
12577	1
12602	1
12622	1
12640	1
12641	2
12702	1
12719	1
12742	1
12744	1
12745	1
12747	1
12800	1
12809	1
12811	1
12814	1
12816	1
12840	1
12845	1
12847	1
12875	1
12882	1
12921	1
12937	1
12953	1
12989	1
13106	1
13116	1
13120	1
13183	1
13184	1
13187	1
13211	1
13236	1
13242	1
13255	1
13289	1
13313	1
13320	1
13357	1
13372	1
13410	1
13446	1
13458	1
13632	1
13711	1
13714	1
13725	1
13744	1
13772	2
13787	1
13848	1
13863	1
13880	1
13902	1
13940	1
13992	1
14007	1
14028	1
14029	1
14046	1
14059	1
14065	1
14077	1
14087	1
14096	1
14122	1
14149	1
14160	1
14165	1
14176	1
14216	1
14222	1
14272	1
14337	1
14343	1
14376	1
14394	1
14403	1
14424	1
14505	1
14507	1
14539	1
14547	1
14551	1
14558	1
14569	1
14581	1
